Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
Existing Customer,55,3,College,Married,R60K - R80K,Blue,36,5,4,4,2252,1737,515
Attrited Customer,45,3,College,Married,R80K - R120K,Blue,36,3,2,2,3031,2517,514
Attrited Customer,49,3,High School,Married,Less than R40K,Blue,45,3,2,3,2951,2437,514
Existing Customer,62,0,Graduate,Divorced,Less than R40K,Blue,56,3,1,1,2230,1716,514
Existing Customer,41,3,Unknown,Single,Less than R40K,Blue,29,4,2,3,1966,1452,514
Existing Customer,33,3,Graduate,Married,Less than R40K,Blue,25,4,1,4,3030,2517,513
Existing Customer,48,4,Graduate,Single,Less than R40K,Blue,35,3,2,2,1705,1192,513
Existing Customer,48,3,Unknown,Single,R80K - R120K,Blue,36,3,4,2,2713,2201,512
Existing Customer,41,5,Graduate,Single,R80K - R120K,Blue,28,3,2,0,2491,1979,512
Existing Customer,48,2,Unknown,Unknown,R40K - R60K,Blue,43,5,2,2,1761,1249,512
Existing Customer,38,2,Graduate,Married,Less than R40K,Blue,33,5,2,3,2228,1717,511
Existing Customer,33,3,Graduate,Married,R60K - R80K,Blue,36,5,1,3,1726,1215,511
Existing Customer,36,1,Unknown,Single,Less than R40K,Blue,23,4,3,1,"1438,3",928,"510,3"
Existing Customer,56,3,Uneducated,Married,R40K - R60K,Blue,46,5,3,3,2402,1892,510
Attrited Customer,54,3,College,Married,Less than R40K,Blue,44,5,3,2,2921,2412,509
Existing Customer,46,3,Graduate,Married,Less than R40K,Blue,37,5,1,3,2470,1961,509
Existing Customer,52,0,Graduate,Married,Less than R40K,Blue,37,3,1,2,1793,1284,509
Existing Customer,46,2,Unknown,Single,Less than R40K,Blue,41,2,3,3,2665,2157,508
Existing Customer,63,0,Unknown,Married,Less than R40K,Blue,54,4,2,1,2420,1912,508
Existing Customer,48,3,College,Married,R40K - R60K,Blue,34,2,2,1,1913,1405,508
Existing Customer,48,3,Post-Graduate,Married,Less than R40K,Blue,35,3,3,3,2640,2133,507
Existing Customer,52,4,Unknown,Married,Less than R40K,Blue,41,3,3,3,2294,1787,507
Attrited Customer,57,0,Graduate,Single,Less than R40K,Blue,45,4,3,3,3023,2517,506
Existing Customer,62,1,High School,Married,Less than R40K,Blue,53,5,3,3,2077,1571,506
Existing Customer,54,2,High School,Married,Less than R40K,Blue,47,4,2,3,1804,1298,506
Existing Customer,51,4,Uneducated,Divorced,Less than R40K,Blue,40,5,4,3,1562,1057,505
Existing Customer,50,3,High School,Married,Less than R40K,Blue,32,6,2,3,2590,2087,503
Existing Customer,39,1,Post-Graduate,Single,R40K - R60K,Blue,35,5,1,1,2623,2121,502
Existing Customer,38,2,High School,Married,R40K - R60K,Blue,31,4,2,4,1593,1091,502
Existing Customer,53,2,Unknown,Single,Less than R40K,Blue,36,6,2,1,1543,1041,502
Existing Customer,41,4,Graduate,Single,Less than R40K,Blue,26,5,2,2,1783,1282,501
Existing Customer,47,1,Uneducated,Single,Less than R40K,Blue,32,6,2,2,1636,1135,501
Existing Customer,55,2,College,Married,R80K - R120K,Blue,45,5,1,2,2929,2431,498
Attrited Customer,50,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751,2253,498
Attrited Customer,55,3,Unknown,Single,R40K - R60K,Blue,32,5,3,4,2496,1999,497
Existing Customer,40,5,Graduate,Married,Less than R40K,Blue,30,3,2,2,2114,1618,496
Attrited Customer,38,3,High School,Single,Less than R40K,Blue,26,2,3,0,2920,2426,494
Existing Customer,47,3,Unknown,Single,Less than R40K,Blue,39,6,2,1,2915,2422,493
Existing Customer,39,2,High School,Single,R40K - R60K,Blue,28,3,2,2,2751,2258,493
Attrited Customer,50,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970,1477,493
Existing Customer,35,0,Unknown,Married,Less than R40K,Blue,22,2,2,3,3009,2517,492
Existing Customer,49,0,Graduate,Married,Less than R40K,Blue,30,3,2,0,1604,1112,492
Existing Customer,58,0,Graduate,Single,Less than R40K,Blue,36,5,3,1,3008,2517,491
Existing Customer,49,0,Post-Graduate,Married,Less than R40K,Blue,36,6,3,3,3007,2517,490
Existing Customer,51,3,High School,Married,Less than R40K,Blue,36,4,2,1,3007,2517,490
Existing Customer,48,3,College,Divorced,Less than R40K,Blue,36,4,3,3,2335,1845,490
Existing Customer,65,0,Unknown,Single,Less than R40K,Blue,56,6,3,3,2279,1789,490
Existing Customer,39,1,Graduate,Married,Less than R40K,Blue,29,4,2,4,"1438,3",949,"489,3"
Existing Customer,67,1,Graduate,Married,Less than R40K,Blue,56,4,3,2,3006,2517,489
Existing Customer,33,2,Uneducated,Unknown,Less than R40K,Blue,21,5,1,4,1475,986,489
Existing Customer,37,1,Graduate,Married,Less than R40K,Blue,31,5,2,2,2417,1929,488
Existing Customer,37,3,Graduate,Single,Less than R40K,Blue,31,3,3,4,2005,1517,488
Existing Customer,48,3,Graduate,Unknown,R60K - R80K,Blue,35,5,1,3,2829,2342,487
Existing Customer,57,2,Uneducated,Married,Unknown,Blue,43,2,1,2,2363,1876,487
Existing Customer,56,3,Graduate,Single,Less than R40K,Blue,49,4,3,1,2433,1947,486
Existing Customer,41,3,College,Married,Unknown,Blue,35,6,2,4,2255,1769,486
Existing Customer,50,4,Graduate,Married,Less than R40K,Blue,36,6,2,2,2433,1948,485
Existing Customer,59,0,Uneducated,Married,Less than R40K,Blue,39,6,3,4,2417,1932,485
Existing Customer,33,4,Post-Graduate,Married,R40K - R60K,Blue,36,4,2,3,2372,1887,485
Existing Customer,46,5,Graduate,Married,Less than R40K,Blue,35,6,2,2,2206,1722,484
Existing Customer,41,4,Unknown,Married,Less than R40K,Blue,30,4,6,1,2450,1967,483
Existing Customer,35,3,College,Married,R60K - R80K,Blue,17,3,3,2,2259,1776,483
Existing Customer,49,5,High School,Divorced,Less than R40K,Blue,42,5,2,3,1972,1489,483
Existing Customer,57,1,Graduate,Single,Less than R40K,Blue,36,4,2,3,1771,1289,482
Existing Customer,47,1,High School,Single,Less than R40K,Blue,36,6,2,3,2899,2418,481
Existing Customer,45,3,Uneducated,Divorced,Less than R40K,Blue,36,5,1,0,2697,2216,481
Existing Customer,44,1,Doctorate,Divorced,Less than R40K,Blue,39,5,2,4,2311,1830,481
Existing Customer,39,1,Graduate,Married,R40K - R60K,Blue,27,3,1,2,2700,2220,480
Existing Customer,27,0,High School,Married,Less than R40K,Blue,22,4,1,2,1864,1384,480
Existing Customer,46,4,Unknown,Single,Less than R40K,Blue,26,6,1,3,1859,1379,480
Existing Customer,38,2,Graduate,Married,Less than R40K,Blue,18,5,3,3,1686,1206,480
Existing Customer,59,0,Unknown,Married,Less than R40K,Blue,36,6,1,4,2448,1969,479
Existing Customer,46,3,Uneducated,Single,Unknown,Blue,42,6,4,2,1910,1431,479
Existing Customer,60,0,College,Married,Less than R40K,Blue,49,5,3,3,1634,1155,479
Existing Customer,42,3,Graduate,Married,Less than R40K,Blue,36,4,2,2,2526,2048,478
Existing Customer,44,4,Graduate,Divorced,Less than R40K,Blue,30,4,3,2,1791,1314,477
Existing Customer,27,0,Graduate,Married,Less than R40K,Blue,17,4,2,2,2042,1567,475
Existing Customer,50,4,High School,Married,R40K - R60K,Blue,36,6,1,1,1479,1004,475
Existing Customer,47,4,Graduate,Married,Less than R40K,Blue,37,3,1,3,2447,1973,474
Existing Customer,48,3,Uneducated,Single,Less than R40K,Blue,36,3,3,3,"1438,3",965,"473,3"
Existing Customer,35,1,College,Unknown,Unknown,Blue,29,4,3,3,"1438,3",966,"472,3"
Existing Customer,51,4,Graduate,Divorced,Less than R40K,Blue,36,2,3,2,2984,2512,472
Existing Customer,54,1,College,Married,R60K - R80K,Blue,42,3,2,2,2987,2517,470
Existing Customer,44,2,Post-Graduate,Married,Less than R40K,Blue,36,3,3,2,2293,1823,470
Existing Customer,37,2,Unknown,Single,Less than R40K,Blue,19,6,5,2,2152,1682,470
Attrited Customer,52,3,Uneducated,Single,R40K - R60K,Blue,36,2,3,3,1915,1445,470
Existing Customer,42,4,Unknown,Single,R40K - R60K,Blue,35,4,3,3,1786,1316,470
Existing Customer,38,3,High School,Married,Less than R40K,Blue,34,3,3,2,2450,1981,469
Existing Customer,34,3,Graduate,Married,Less than R40K,Blue,23,5,3,3,2263,1794,469
Attrited Customer,40,4,Doctorate,Married,Less than R40K,Blue,21,1,2,1,2984,2517,467
Existing Customer,32,0,High School,Married,Less than R40K,Blue,26,6,2,3,2778,2312,466
Existing Customer,46,3,High School,Married,Less than R40K,Blue,38,4,2,2,1781,1315,466
Existing Customer,41,3,Unknown,Married,Less than R40K,Blue,34,3,6,2,2679,2214,465
Attrited Customer,49,2,Graduate,Single,R80K - R120K,Blue,43,2,3,3,2384,1919,465
Existing Customer,52,1,College,Married,R80K - R120K,Blue,48,4,3,3,2066,1601,465
Existing Customer,46,4,Uneducated,Married,R40K - R60K,Blue,34,6,3,3,2168,1704,464
Existing Customer,43,2,Graduate,Married,Less than R40K,Blue,36,6,3,2,2570,2107,463
Existing Customer,41,3,Uneducated,Single,Unknown,Blue,29,6,3,3,2429,1966,463
Existing Customer,26,0,Uneducated,Single,R40K - R60K,Blue,15,4,1,3,2158,1695,463
Attrited Customer,53,2,Uneducated,Single,Less than R40K,Blue,45,1,1,1,1981,1518,463
Existing Customer,46,5,High School,Single,Less than R40K,Blue,36,6,3,3,1787,1324,463
Existing Customer,39,3,College,Single,R40K - R60K,Blue,28,6,2,2,1640,1177,463
Existing Customer,44,3,Graduate,Married,Less than R40K,Blue,27,3,1,4,1480,1017,463
Existing Customer,42,2,Graduate,Married,Less than R40K,Blue,37,4,2,1,2250,1788,462
Existing Customer,35,1,High School,Married,Less than R40K,Blue,28,6,0,2,"1438,3",977,"461,3"
Attrited Customer,52,0,Doctorate,Single,Less than R40K,Blue,36,2,2,3,"1438,3",978,"460,3"
Existing Customer,49,2,Uneducated,Single,Less than R40K,Blue,36,6,2,2,2182,1722,460
Existing Customer,49,3,College,Married,Less than R40K,Blue,29,3,3,3,2017,1557,460
Existing Customer,46,4,High School,Married,Less than R40K,Blue,36,3,3,4,"1438,3",981,"457,3"
Existing Customer,59,0,Unknown,Single,Less than R40K,Blue,52,3,3,3,2533,2076,457
Existing Customer,42,3,Graduate,Married,R40K - R60K,Blue,37,4,3,2,2470,2013,457
Existing Customer,53,2,High School,Single,Less than R40K,Blue,36,4,3,1,2973,2517,456
Existing Customer,48,1,Unknown,Unknown,R40K - R60K,Blue,36,3,1,3,2447,1991,456
Existing Customer,50,3,Graduate,Married,R40K - R60K,Blue,39,4,3,3,1844,1388,456
Existing Customer,38,3,High School,Single,Less than R40K,Blue,26,3,3,3,1939,1484,455
Existing Customer,48,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942,1488,454
Existing Customer,46,4,Graduate,Single,R80K - R120K,Blue,26,4,3,0,1791,1337,454
Existing Customer,39,1,High School,Single,Less than R40K,Blue,33,6,3,2,2292,1839,453
Existing Customer,53,1,Graduate,Married,R40K - R60K,Blue,36,4,1,2,2043,1590,453
Existing Customer,44,2,Post-Graduate,Married,Less than R40K,Blue,30,5,2,3,1924,1471,453
Existing Customer,45,2,Graduate,Single,R40K - R60K,Blue,36,5,4,3,"1438,3",986,"452,3"
Existing Customer,36,3,Uneducated,Married,R60K - R80K,Blue,22,6,3,4,2224,1772,452
Existing Customer,46,2,College,Single,Less than R40K,Blue,36,6,1,4,1996,1544,452
Existing Customer,40,3,Graduate,Married,Less than R40K,Blue,27,5,3,3,"1438,3",988,"450,3"
Existing Customer,49,4,Unknown,Divorced,Less than R40K,Blue,45,3,3,3,1757,1307,450
Existing Customer,47,2,Unknown,Single,R60K - R80K,Blue,34,3,3,2,2048,1599,449
Existing Customer,40,3,Unknown,Single,Less than R40K,Blue,28,3,1,4,1647,1198,449
Existing Customer,27,1,Post-Graduate,Married,Less than R40K,Blue,13,3,2,2,"1438,3",990,"448,3"
Existing Customer,55,4,High School,Single,R60K - R80K,Blue,51,4,1,4,2001,1553,448
Attrited Customer,48,2,Uneducated,Married,Less than R40K,Blue,41,5,3,2,2964,2517,447
Existing Customer,40,2,Graduate,Single,R80K - R120K,Blue,24,5,1,0,2478,2031,447
Existing Customer,65,1,Uneducated,Married,R40K - R60K,Blue,56,3,3,2,2468,2021,447
Attrited Customer,57,3,High School,Single,Less than R40K,Blue,36,4,3,3,2347,1900,447
Existing Customer,50,1,Uneducated,Married,Less than R40K,Blue,36,5,2,1,2178,1731,447
Existing Customer,49,4,Graduate,Single,R80K - R120K,Blue,36,5,1,3,1963,1516,447
Existing Customer,54,2,Graduate,Single,Less than R40K,Blue,36,3,1,2,2043,1597,446
Attrited Customer,43,2,Uneducated,Single,Less than R40K,Blue,24,2,3,2,2962,2517,445
Existing Customer,53,1,Unknown,Married,Less than R40K,Blue,40,4,2,4,2383,1938,445
Existing Customer,41,3,High School,Married,Less than R40K,Blue,28,3,1,3,2354,1909,445
Existing Customer,51,1,Graduate,Married,R40K - R60K,Blue,43,2,2,2,2107,1663,444
Existing Customer,57,2,Graduate,Married,Less than R40K,Blue,40,5,3,2,1629,1185,444
Attrited Customer,41,2,Graduate,Married,Less than R40K,Blue,31,3,3,3,2580,2137,443
Attrited Customer,52,2,High School,Married,Unknown,Blue,39,1,3,4,2233,1790,443
Existing Customer,54,3,Graduate,Single,Less than R40K,Blue,44,3,2,3,2077,1634,443
Existing Customer,50,2,Graduate,Married,R60K - R80K,Blue,45,2,1,0,2021,1578,443
Attrited Customer,45,2,Doctorate,Married,Less than R40K,Blue,31,4,3,4,2704,2262,442
Attrited Customer,44,3,Unknown,Married,Less than R40K,Blue,36,3,4,6,2279,1837,442
Existing Customer,44,1,Graduate,Unknown,Less than R40K,Blue,32,3,3,3,1780,1338,442
Existing Customer,39,2,Graduate,Married,Unknown,Blue,31,4,2,3,"1438,3",997,"441,3"
Existing Customer,29,2,Graduate,Divorced,Less than R40K,Blue,20,4,1,2,2462,2021,441
Existing Customer,53,2,High School,Single,Less than R40K,Blue,41,4,1,2,2252,1811,441
Attrited Customer,35,1,College,Single,Less than R40K,Blue,25,2,2,4,2231,1791,440
Existing Customer,55,4,Uneducated,Divorced,R40K - R60K,Blue,43,5,3,2,1965,1525,440
Existing Customer,60,1,Graduate,Single,R40K - R60K,Blue,54,6,3,3,1848,1408,440
Existing Customer,49,3,Graduate,Single,Less than R40K,Blue,36,2,2,0,2802,2363,439
Existing Customer,42,4,College,Single,R40K - R60K,Blue,36,3,1,2,2575,2136,439
Existing Customer,39,3,High School,Single,Unknown,Blue,36,3,3,3,2366,1927,439
Existing Customer,47,3,High School,Single,R40K - R60K,Blue,34,4,1,3,1963,1524,439
Existing Customer,40,3,High School,Divorced,Less than R40K,Blue,35,3,1,3,2555,2117,438
Existing Customer,37,3,Uneducated,Married,Less than R40K,Blue,27,6,1,3,2229,1791,438
Attrited Customer,65,2,Unknown,Single,Less than R40K,Blue,36,4,2,3,2954,2517,437
Existing Customer,53,2,Graduate,Single,Less than R40K,Blue,36,5,1,4,2708,2271,437
Existing Customer,62,0,Post-Graduate,Married,R40K - R60K,Blue,55,6,1,4,2644,2207,437
Existing Customer,64,0,Graduate,Married,Less than R40K,Blue,53,3,3,4,2084,1647,437
Existing Customer,51,3,College,Married,R80K - R120K,Blue,34,5,2,4,1864,1427,437
Existing Customer,50,3,Graduate,Single,Less than R40K,Blue,36,4,3,2,"1438,3",1002,"436,3"
Existing Customer,37,2,Unknown,Married,Less than R40K,Blue,18,3,3,1,2023,1587,436
Existing Customer,37,4,Graduate,Married,Less than R40K,Blue,28,4,3,1,1825,1389,436
Existing Customer,38,0,High School,Single,Less than R40K,Blue,30,4,2,1,"1438,3",1003,"435,3"
Existing Customer,49,4,Graduate,Married,R60K - R80K,Blue,36,4,6,2,2952,2517,435
Existing Customer,40,4,Unknown,Single,Less than R40K,Blue,32,6,1,1,2594,2159,435
Existing Customer,58,1,Doctorate,Married,Less than R40K,Blue,47,5,3,4,2495,2061,434
Existing Customer,46,1,Uneducated,Divorced,Less than R40K,Blue,36,5,3,3,2483,2049,434
Existing Customer,60,0,Graduate,Married,Less than R40K,Blue,51,6,1,2,2230,1796,434
Existing Customer,36,3,Uneducated,Married,R60K - R80K,Blue,16,4,5,4,1686,1252,434
Existing Customer,34,2,High School,Married,R60K - R80K,Blue,28,3,3,3,2853,2420,433
Existing Customer,52,2,Graduate,Married,R60K - R80K,Blue,41,4,3,3,2628,2195,433
Attrited Customer,46,4,Graduate,Single,Less than R40K,Blue,36,2,3,3,2881,2450,431
Existing Customer,37,2,High School,Married,R40K - R60K,Blue,26,3,2,3,2946,2517,429
Existing Customer,31,0,Graduate,Married,R40K - R60K,Blue,21,3,3,0,2158,1729,429
Existing Customer,43,5,High School,Married,R60K - R80K,Blue,36,5,2,1,2810,2384,426
Existing Customer,33,0,High School,Single,Unknown,Blue,27,6,1,1,2252,1826,426
Existing Customer,56,3,Unknown,Married,R40K - R60K,Blue,45,6,2,4,1813,1387,426
Attrited Customer,48,2,Doctorate,Married,Less than R40K,Blue,36,4,3,4,2514,2090,424
Existing Customer,51,3,Uneducated,Married,Less than R40K,Blue,43,3,1,2,2185,1761,424
Existing Customer,46,2,College,Divorced,Less than R40K,Blue,31,6,1,2,1852,1428,424
Existing Customer,39,4,Unknown,Married,R40K - R60K,Blue,28,2,3,2,2725,2302,423
Existing Customer,50,2,College,Married,R40K - R60K,Blue,36,5,4,1,2428,2005,423
Existing Customer,57,3,High School,Married,Less than R40K,Blue,39,3,2,1,2742,2321,421
Existing Customer,58,2,Unknown,Divorced,R60K - R80K,Blue,36,6,1,1,1490,1069,421
Existing Customer,27,2,College,Divorced,Less than R40K,Blue,14,4,3,3,2549,2130,419
Existing Customer,55,3,High School,Single,R40K - R60K,Blue,42,3,3,2,2873,2455,418
Existing Customer,43,1,Graduate,Unknown,Less than R40K,Blue,32,4,4,3,1834,1416,418
Existing Customer,42,3,Graduate,Single,R60K - R80K,Blue,31,3,3,4,2934,2517,417
Existing Customer,38,4,Uneducated,Married,Less than R40K,Blue,27,1,3,1,1736,1319,417
Existing Customer,47,4,Post-Graduate,Unknown,R40K - R60K,Blue,36,6,2,3,2216,1800,416
Existing Customer,47,2,Graduate,Married,R40K - R60K,Blue,28,5,2,2,2035,1620,415
Existing Customer,48,2,High School,Single,Less than R40K,Blue,35,4,6,1,1686,1271,415
Existing Customer,49,2,Unknown,Single,Less than R40K,Blue,36,4,3,0,1635,1220,415
Existing Customer,39,4,Graduate,Married,R40K - R60K,Blue,29,4,4,3,2385,1971,414
Existing Customer,45,4,Unknown,Single,Less than R40K,Blue,36,5,2,3,1963,1549,414
Existing Customer,51,3,High School,Single,Less than R40K,Blue,38,1,3,2,1759,1345,414
Attrited Customer,60,1,Uneducated,Married,R40K - R60K,Blue,50,4,4,3,"1438,3",1025,"413,3"
Existing Customer,33,1,Post-Graduate,Married,Less than R40K,Blue,15,6,2,0,1741,1328,413
Existing Customer,50,3,Uneducated,Married,Less than R40K,Blue,44,2,2,1,1596,1185,411
Attrited Customer,53,2,Graduate,Married,Less than R40K,Blue,47,3,4,2,2927,2517,410
Attrited Customer,56,4,High School,Married,R60K - R80K,Blue,46,3,3,3,2340,1930,410
Attrited Customer,53,3,Graduate,Single,Less than R40K,Blue,34,5,3,5,"1438,3",1030,"408,3"
Existing Customer,49,2,High School,Married,Unknown,Blue,35,4,3,2,2532,2124,408
Existing Customer,42,1,Graduate,Married,Less than R40K,Blue,36,5,1,2,2393,1985,408
Existing Customer,51,2,Post-Graduate,Married,Less than R40K,Blue,44,3,3,4,"1438,3",1031,"407,3"
Attrited Customer,41,2,High School,Married,Less than R40K,Blue,36,3,2,2,2811,2404,407
Existing Customer,55,1,High School,Single,Less than R40K,Blue,37,4,3,3,2376,1969,407
Existing Customer,34,1,College,Married,Less than R40K,Blue,16,6,1,4,2221,1814,407
Existing Customer,54,1,College,Married,R120K +,Blue,44,4,3,2,2821,2415,406
Attrited Customer,36,3,Uneducated,Single,Less than R40K,Blue,22,3,3,1,2784,2378,406
Existing Customer,60,0,Uneducated,Married,Less than R40K,Blue,52,5,1,2,2595,2189,406
Existing Customer,58,2,Uneducated,Married,Less than R40K,Blue,45,3,3,4,1942,1536,406
Existing Customer,38,3,Graduate,Married,Less than R40K,Blue,36,5,4,3,1757,1352,405
Existing Customer,52,2,College,Single,Less than R40K,Blue,40,4,3,3,2783,2379,404
Existing Customer,38,3,Graduate,Married,R80K - R120K,Blue,19,5,2,2,1518,1115,403
Existing Customer,55,3,College,Single,Less than R40K,Blue,36,3,3,3,2679,2277,402
Existing Customer,61,0,Post-Graduate,Married,R40K - R60K,Blue,53,4,3,2,2566,2164,402
Existing Customer,58,1,Graduate,Married,R80K - R120K,Blue,49,6,4,2,1654,1253,401
Existing Customer,32,0,College,Single,Less than R40K,Blue,24,3,3,4,2917,2517,400
Attrited Customer,63,0,Graduate,Single,Less than R40K,Blue,56,5,6,3,1931,1531,400
Existing Customer,65,0,Unknown,Single,Less than R40K,Blue,56,6,3,3,2802,2403,399
Existing Customer,35,2,Doctorate,Married,R40K - R60K,Blue,27,6,1,0,1953,1554,399
Existing Customer,55,3,Graduate,Married,R80K - R120K,Blue,36,4,3,4,2801,2403,398
Existing Customer,53,2,Graduate,Married,Less than R40K,Blue,46,6,2,4,2413,2015,398
Attrited Customer,51,1,High School,Single,Less than R40K,Blue,33,6,3,3,2006,1608,398
Existing Customer,46,4,High School,Unknown,Less than R40K,Blue,37,3,1,4,2533,2136,397
Existing Customer,34,2,Unknown,Married,R60K - R80K,Blue,36,5,2,4,2379,1982,397
Existing Customer,32,0,High School,Married,R40K - R60K,Blue,22,4,2,2,2062,1665,397
Existing Customer,44,4,Uneducated,Single,Less than R40K,Blue,36,5,2,4,1687,1290,397
Attrited Customer,59,2,High School,Single,R80K - R120K,Blue,54,3,2,2,2791,2396,395
Existing Customer,43,2,Unknown,Married,Less than R40K,Blue,30,1,3,2,2248,1853,395
Existing Customer,49,3,Unknown,Unknown,Less than R40K,Blue,36,3,1,2,2454,2060,394
Existing Customer,48,4,Graduate,Single,Unknown,Blue,40,3,3,3,2300,1906,394
Attrited Customer,37,3,Unknown,Married,Less than R40K,Blue,17,3,1,3,1468,1074,394
Existing Customer,38,1,Graduate,Single,R40K - R60K,Blue,36,4,2,2,2358,1965,393
Existing Customer,37,1,High School,Single,Less than R40K,Blue,23,6,3,4,1879,1486,393
Existing Customer,41,2,High School,Single,R40K - R60K,Blue,36,4,5,3,1561,1169,392
Existing Customer,46,2,Graduate,Single,Less than R40K,Blue,36,6,2,3,2586,2196,390
Existing Customer,55,3,Unknown,Married,R40K - R60K,Blue,47,5,2,0,1929,1540,389
Existing Customer,50,2,Post-Graduate,Married,R80K - R120K,Blue,45,6,3,2,1867,1478,389
Attrited Customer,30,1,Graduate,Married,Less than R40K,Blue,36,2,2,3,2905,2517,388
Attrited Customer,35,1,Doctorate,Single,R80K - R120K,Blue,27,3,2,2,2904,2517,387
Existing Customer,52,2,Graduate,Single,Less than R40K,Blue,38,2,2,3,2904,2517,387
Existing Customer,46,5,Graduate,Single,Less than R40K,Blue,38,4,5,2,2799,2412,387
Attrited Customer,48,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630,1243,387
Existing Customer,63,0,High School,Single,Less than R40K,Blue,36,4,3,3,2074,1688,386
Attrited Customer,54,2,Unknown,Married,R40K - R60K,Blue,44,4,3,2,2902,2517,385
Existing Customer,44,5,College,Married,Less than R40K,Blue,34,4,1,2,2096,1711,385
Existing Customer,54,4,College,Single,Less than R40K,Blue,44,3,3,2,2901,2517,384
Existing Customer,33,3,Graduate,Married,Unknown,Blue,15,5,3,2,"1438,3",1055,"383,3"
Existing Customer,41,4,Uneducated,Married,Less than R40K,Blue,36,3,5,1,"1438,3",1055,"383,3"
Attrited Customer,43,3,College,Married,R80K - R120K,Blue,25,3,3,3,2900,2517,383
Existing Customer,32,4,Unknown,Married,Less than R40K,Blue,22,6,3,3,"1438,3",1056,"382,3"
Existing Customer,56,4,Graduate,Single,R80K - R120K,Blue,36,5,3,2,2078,1696,382
Existing Customer,49,1,High School,Single,R120K +,Blue,44,6,2,3,"1438,3",1058,"380,3"
Attrited Customer,45,4,Graduate,Single,Less than R40K,Blue,36,5,2,3,"1438,3",1060,"378,3"
Existing Customer,64,0,Unknown,Married,R40K - R60K,Blue,55,6,3,2,2895,2517,378
Existing Customer,26,1,High School,Single,Less than R40K,Blue,15,5,3,3,2539,2162,377
Existing Customer,32,2,Post-Graduate,Married,R40K - R60K,Blue,24,5,3,1,1553,1177,376
Attrited Customer,41,2,Uneducated,Single,Less than R40K,Blue,36,2,2,3,2892,2517,375
Existing Customer,36,3,Graduate,Married,Less than R40K,Blue,27,1,2,3,2328,1953,375
Attrited Customer,40,2,College,Unknown,Less than R40K,Blue,36,6,1,3,2387,2013,374
Existing Customer,58,1,College,Single,R80K - R120K,Blue,45,5,3,4,1854,1480,374
Existing Customer,48,4,Unknown,Married,R60K - R80K,Blue,36,4,3,3,1622,1249,373
Attrited Customer,49,3,Uneducated,Single,R40K - R60K,Blue,38,1,2,3,2655,2283,372
Existing Customer,50,3,High School,Single,Less than R40K,Blue,36,4,3,1,1986,1614,372
Existing Customer,51,3,Graduate,Single,Less than R40K,Blue,41,6,2,3,1519,1148,371
Existing Customer,49,2,Doctorate,Married,R40K - R60K,Blue,31,2,2,2,1915,1545,370
Attrited Customer,47,3,Doctorate,Married,R60K - R80K,Blue,36,6,3,1,1584,1214,370
Existing Customer,51,3,Graduate,Married,Unknown,Blue,36,3,3,3,2886,2517,369
Existing Customer,32,1,Post-Graduate,Married,Less than R40K,Blue,20,5,2,3,2234,1865,369
Existing Customer,39,1,Graduate,Single,Unknown,Blue,34,3,1,1,2884,2517,367
Existing Customer,35,3,High School,Married,R60K - R80K,Blue,24,3,2,2,2066,1699,367
Existing Customer,47,3,High School,Single,R40K - R60K,Blue,41,6,5,3,1721,1355,366
Existing Customer,35,0,Unknown,Married,Less than R40K,Blue,24,6,1,1,2592,2227,365
Existing Customer,61,0,High School,Single,R60K - R80K,Blue,53,1,3,3,2415,2050,365
Attrited Customer,44,4,Unknown,Married,R40K - R60K,Blue,31,4,3,5,1691,1327,364
Existing Customer,40,3,Uneducated,Unknown,Less than R40K,Blue,30,2,5,2,2481,2119,362
Existing Customer,45,1,Uneducated,Married,Less than R40K,Blue,35,3,3,2,"1438,3",1080,"358,3"
Existing Customer,53,0,Uneducated,Married,R40K - R60K,Blue,40,1,3,3,2772,2414,358
Existing Customer,33,4,College,Married,R40K - R60K,Blue,26,1,2,3,2874,2517,357
Existing Customer,42,1,College,Married,Less than R40K,Blue,35,2,1,3,2873,2517,356
Existing Customer,35,1,High School,Single,Less than R40K,Blue,26,3,3,2,2189,1833,356
Existing Customer,47,3,Doctorate,Single,R40K - R60K,Blue,35,3,3,2,2872,2517,355
Existing Customer,44,3,Graduate,Single,R40K - R60K,Blue,33,3,2,2,2477,2123,354
Existing Customer,49,3,Graduate,Single,Less than R40K,Blue,36,4,5,1,2285,1931,354
Existing Customer,37,2,Graduate,Married,Less than R40K,Blue,36,3,3,4,2041,1687,354
Existing Customer,49,3,College,Married,R80K - R120K,Blue,37,5,1,2,2149,1796,353
Existing Customer,31,1,Unknown,Married,Less than R40K,Blue,36,3,3,3,1868,1515,353
Existing Customer,61,0,High School,Married,R80K - R120K,Blue,50,4,1,3,2800,2448,352
Existing Customer,40,3,High School,Married,Less than R40K,Blue,32,5,1,3,2046,1694,352
